SENSE daab 1 26-04-2019 03:34:19.873 T: 29.01599884033203 [C]; A:[0, 0, 0]; H: 72.45306396484375
SENSE daaa 1294 26-04-2019 03:46:44.753 T: 28.45439910888671 [C]; A:[120, 74, 206]; H: 71.2857666015625
SENSE daac 924 26-04-2019 03:46:44.584 T: 29.95199966430664 [C]; A:[-32, -12, 196]; H: 69.79803466796875
SENSE daaa 1295 26-04-2019 03:46:45.152 T: 28.45439910888671 [C]; A:[120, 72, 214]; H: 71.2857666015625
SENSE daab 1296 26-04-2019 03:46:45.278 T: 29.26559829711914 [C]; A:[86, 0, 218]; H: 71.7740478515625
SENSE daac 925 26-04-2019 03:46:45.164 T: 29.95199966430664 [C]; A:[-34, -8, 204]; H: 69.79803466796875
SENSE daaa 1296 26-04-2019 03:46:45.550 T: 28.45439910888671 [C]; A:[114, 72, 212]; H: 71.2857666015625
SENSE daab 1297 26-04-2019 03:46:45.721 T: 29.26559829711914 [C]; A:[84, 0, 222]; H: 71.7740478515625
SENSE daaa 1297 26-04-2019 03:46:45.948 T: 28.45439910888671 [C]; A:[118, 70, 212]; H: 71.2857666015625
SENSE daac 926 26-04-2019 03:46:45.724 T: 29.95199966430664 [C]; A:[-34, -6, 198]; H: 69.79803466796875
SENSE daab 1298 26-04-2019 03:46:46.119 T: 29.32799911499023 [C]; A:[90, 0, 216]; H: 71.7740478515625
SENSE daaa 1298 26-04-2019 03:46:46.386 T: 28.45439910888671 [C]; A:[118, 74, 212]; H: 71.2857666015625
SENSE daac 927 26-04-2019 03:46:46.284 T: 29.95199966430664 [C]; A:[-34, -10, 202]; H: 69.79803466796875
SENSE daab 1300 26-04-2019 03:46:46.880 T: 29.26559829711914 [C]; A:[86, 0, 220]; H: 71.7740478515625
SENSE daac 928 26-04-2019 03:46:46.849 T: 29.95199966430664 [C]; A:[-32, -8, 204]; H: 69.79803466796875
SENSE daab 1301 26-04-2019 03:46:47.278 T: 29.32799911499023 [C]; A:[82, -6, 220]; H: 71.79693603515625
SENSE daaa 1301 26-04-2019 03:46:47.516 T: 28.51679992675781 [C]; A:[114, 74, 214]; H: 71.3162841796875
SENSE daab 1302 26-04-2019 03:46:47.676 T: 29.26559829711914 [C]; A:[88, 0, 218]; H: 71.79693603515625
SENSE daaa 1302 26-04-2019 03:46:47.914 T: 28.45439910888671 [C]; A:[118, 78, 212]; H: 71.3162841796875
SENSE daab 1303 26-04-2019 03:46:48.079 T: 29.26559829711914 [C]; A:[82, 0, 222]; H: 71.79693603515625
SENSE daac 930 26-04-2019 03:46:47.944 T: 29.95199966430664 [C]; A:[-36, -6, 202]; H: 69.79803466796875
SENSE daac 931 26-04-2019 03:46:48.504 T: 29.95199966430664 [C]; A:[-32, -8, 194]; H: 69.79803466796875
SENSE daab 1305 26-04-2019 03:46:48.855 T: 29.20319938659667 [C]; A:[80, 0, 218]; H: 71.79693603515625
SENSE daaa 1305 26-04-2019 03:46:49.063 T: 28.45439910888671 [C]; A:[114, 72, 216]; H: 71.3162841796875
SENSE daaa 1306 26-04-2019 03:46:49.462 T: 28.45439910888671 [C]; A:[114, 70, 206]; H: 71.3162841796875
SENSE daab 1307 26-04-2019 03:46:49.617 T: 29.26559829711914 [C]; A:[82, 0, 224]; H: 71.82745361328125
SENSE daaa 1307 26-04-2019 03:46:49.860 T: 28.45439910888671 [C]; A:[120, 74, 212]; H: 71.3468017578125
SENSE daaa 1308 26-04-2019 03:46:50.258 T: 28.45439910888671 [C]; A:[114, 72, 210]; H: 71.3468017578125
SENSE daac 934 26-04-2019 03:46:50.130 T: 29.95199966430664 [C]; A:[-30, -8, 194]; H: 69.79803466796875
SENSE daaa 1309 26-04-2019 03:46:50.656 T: 28.45439910888671 [C]; A:[114, 76, 206]; H: 71.3468017578125
SENSE daab 1310 26-04-2019 03:46:50.746 T: 29.20319938659667 [C]; A:[84, 0, 220]; H: 71.82745361328125
SENSE daaa 1310 26-04-2019 03:46:51.054 T: 28.45439910888671 [C]; A:[118, 68, 210]; H: 71.3468017578125
SENSE daab 1311 26-04-2019 03:46:51.164 T: 29.20319938659667 [C]; A:[80, 0, 218]; H: 71.82745361328125
SENSE daab 1312 26-04-2019 03:46:51.562 T: 29.26559829711914 [C]; A:[84, -4, 218]; H: 71.82745361328125
SENSE daaa 1312 26-04-2019 03:46:51.841 T: 28.45439910888671 [C]; A:[116, 74, 208]; H: 71.36968994140625
SENSE daab 1313 26-04-2019 03:46:51.960 T: 29.26559829711914 [C]; A:[88, -10, 218]; H: 71.82745361328125
SENSE daac 937 26-04-2019 03:46:51.770 T: 29.95199966430664 [C]; A:[-32, -12, 202]; H: 69.79803466796875
SENSE daab 1314 26-04-2019 03:46:52.358 T: 29.26559829711914 [C]; A:[84, 0, 218]; H: 71.82745361328125
SENSE daac 938 26-04-2019 03:46:52.330 T: 29.88959884643554 [C]; A:[-32, -10, 202]; H: 69.79803466796875
SENSE daab 1315 26-04-2019 03:46:52.756 T: 29.26559829711914 [C]; A:[88, -4, 220]; H: 71.82745361328125
SENSE daaa 1315 26-04-2019 03:46:52.970 T: 28.45439910888671 [C]; A:[116, 72, 206]; H: 71.36968994140625
SENSE daac 939 26-04-2019 03:46:52.890 T: 29.95199966430664 [C]; A:[-28, -12, 196]; H: 69.79803466796875
SENSE daab 1316 26-04-2019 03:46:53.164 T: 29.26559829711914 [C]; A:[82, -6, 224]; H: 71.82745361328125
SENSE daaa 1316 26-04-2019 03:46:53.378 T: 28.45439910888671 [C]; A:[116, 76, 210]; H: 71.36968994140625
SENSE daab 1317 26-04-2019 03:46:53.597 T: 29.26559829711914 [C]; A:[84, -4, 218]; H: 71.82745361328125
SENSE daaa 1317 26-04-2019 03:46:53.777 T: 28.45439910888671 [C]; A:[114, 76, 204]; H: 71.40020751953125
SENSE daab 1318 26-04-2019 03:46:53.995 T: 29.26559829711914 [C]; A:[84, 0, 218]; H: 71.82745361328125
SENSE daaa 1318 26-04-2019 03:46:54.185 T: 28.45439910888671 [C]; A:[116, 68, 206]; H: 71.40020751953125
SENSE daab 1319 26-04-2019 03:46:54.393 T: 29.26559829711914 [C]; A:[84, 0, 218]; H: 71.82745361328125
SENSE daaa 1319 26-04-2019 03:46:54.583 T: 28.45439910888671 [C]; A:[118, 72, 210]; H: 71.40020751953125
SENSE daab 1320 26-04-2019 03:46:54.791 T: 29.26559829711914 [C]; A:[86, 0, 224]; H: 71.82745361328125
SENSE daac 942 26-04-2019 03:46:54.530 T: 29.88959884643554 [C]; A:[-36, -16, 200]; H: 69.93536376953125
SENSE daaa 1320 26-04-2019 03:46:54.981 T: 28.45439910888671 [C]; A:[118, 72, 208]; H: 71.40020751953125
SENSE daaa 1321 26-04-2019 03:46:55.379 T: 28.39199829101562 [C]; A:[122, 74, 204]; H: 71.40020751953125
SENSE daac 943 26-04-2019 03:46:55.090 T: 29.95199966430664 [C]; A:[-36, -6, 194]; H: 70.0498046875
SENSE daab 1322 26-04-2019 03:46:55.557 T: 29.26559829711914 [C]; A:[88, 0, 224]; H: 71.82745361328125
SENSE daaa 1322 26-04-2019 03:46:55.777 T: 28.45439910888671 [C]; A:[120, 74, 208]; H: 71.40020751953125
SENSE daac 944 26-04-2019 03:46:55.660 T: 29.88959884643554 [C]; A:[-28, -10, 206]; H: 70.1566162109375
SENSE daab 1323 26-04-2019 03:46:55.966 T: 29.26559829711914 [C]; A:[84, -4, 218]; H: 71.82745361328125
SENSE daaa 1323 26-04-2019 03:46:56.175 T: 28.45439910888671 [C]; A:[112, 70, 214]; H: 71.40020751953125
SENSE daab 1324 26-04-2019 03:46:56.363 T: 29.26559829711914 [C]; A:[88, -4, 216]; H: 71.82745361328125
SENSE daac 945 26-04-2019 03:46:56.225 T: 29.88959884643554 [C]; A:[-32, -10, 192]; H: 70.2176513671875
SENSE daaa 1324 26-04-2019 03:46:56.579 T: 28.45439910888671 [C]; A:[118, 72, 212]; H: 71.43072509765625
SENSE daab 1325 26-04-2019 03:46:56.766 T: 29.26559829711914 [C]; A:[84, -4, 222]; H: 71.82745361328125
SENSE daaa 1325 26-04-2019 03:46:56.986 T: 28.45439910888671 [C]; A:[114, 78, 212]; H: 71.4688720703125
SENSE daac 946 26-04-2019 03:46:56.796 T: 29.88959884643554 [C]; A:[-28, -6, 198]; H: 70.2481689453125
SENSE daab 1326 26-04-2019 03:46:57.164 T: 29.26559829711914 [C]; A:[84, 0, 216]; H: 71.82745361328125
SENSE daaa 1326 26-04-2019 03:46:57.385 T: 28.45439910888671 [C]; A:[120, 68, 210]; H: 71.43072509765625
SENSE daaa 1326 26-04-2019 03:46:57.385 T: 28.45439910888671 [C]; A:[120, 68, 210]; H: 71.43072509765625
SENSE daab 1327 26-04-2019 03:46:57.562 T: 29.26559829711914 [C]; A:[84, -4, 218]; H: 71.82745361328125
SENSE daac 947 26-04-2019 03:46:57.356 T: 29.95199966430664 [C]; A:[-32, -6, 196]; H: 70.27105712890625
SENSE daaa 1327 26-04-2019 03:46:57.803 T: 28.45439910888671 [C]; A:[116, 74, 208]; H: 71.43072509765625
SENSE daac 948 26-04-2019 03:46:57.916 T: 29.95199966430664 [C]; A:[-30, -12, 196]; H: 70.30157470703125
SENSE daab 1329 26-04-2019 03:46:58.334 T: 29.26559829711914 [C]; A:[84, 0, 214]; H: 71.82745361328125
SENSE daaa 1329 26-04-2019 03:46:58.564 T: 28.45439910888671 [C]; A:[116, 72, 210]; H: 71.43072509765625
SENSE daab 1330 26-04-2019 03:46:58.732 T: 29.26559829711914 [C]; A:[82, 0, 222]; H: 71.82745361328125
SENSE daac 949 26-04-2019 03:46:58.476 T: 29.88959884643554 [C]; A:[-32, -12, 198]; H: 70.27105712890625
SENSE daaa 1331 26-04-2019 03:46:59.336 T: 28.45439910888671 [C]; A:[112, 72, 210]; H: 71.43072509765625
SENSE daab 1332 26-04-2019 03:46:59.493 T: 29.26559829711914 [C]; A:[84, -8, 222]; H: 71.82745361328125
SENSE daaa 1332 26-04-2019 03:46:59.753 T: 28.51679992675781 [C]; A:[120, 70, 208]; H: 71.43072509765625
SENSE daac 951 26-04-2019 03:46:59.561 T: 29.95199966430664 [C]; A:[-36, -8, 198]; H: 70.30157470703125
SENSE daab 1334 26-04-2019 03:47:00.254 T: 29.26559829711914 [C]; A:[84, 0, 220]; H: 71.82745361328125
SENSE daac 952 26-04-2019 03:47:00.131 T: 29.95199966430664 [C]; A:[-32, -10, 198]; H: 70.2481689453125
SENSE daaa 1334 26-04-2019 03:47:00.510 T: 28.45439910888671 [C]; A:[118, 72, 212]; H: 71.43072509765625
SENSE daab 1335 26-04-2019 03:47:00.652 T: 29.26559829711914 [C]; A:[82, 0, 212]; H: 71.82745361328125
SENSE daaa 1335 26-04-2019 03:47:00.908 T: 28.45439910888671 [C]; A:[116, 74, 214]; H: 71.43072509765625
SENSE daac 953 26-04-2019 03:47:00.691 T: 29.95199966430664 [C]; A:[-28, -10, 204]; H: 70.2481689453125
SENSE daab 1336 26-04-2019 03:47:01.060 T: 29.20319938659667 [C]; A:[82, 0, 222]; H: 71.82745361328125
SENSE daaa 1336 26-04-2019 03:47:01.306 T: 28.45439910888671 [C]; A:[116, 76, 210]; H: 71.43072509765625
SENSE daac 954 26-04-2019 03:47:01.256 T: 29.95199966430664 [C]; A:[-36, -6, 202]; H: 70.1871337890625
SENSE daaa 1337 26-04-2019 03:47:01.704 T: 28.45439910888671 [C]; A:[114, 76, 214]; H: 71.43072509765625
SENSE daab 1338 26-04-2019 03:47:01.816 T: 29.26559829711914 [C]; A:[80, 0, 216]; H: 71.85797119140625
SENSE daac 955 26-04-2019 03:47:01.821 T: 29.95199966430664 [C]; A:[-30, -14, 198]; H: 70.1566162109375
SENSE daab 1339 26-04-2019 03:47:02.234 T: 29.26559829711914 [C]; A:[82, 0, 218]; H: 71.85797119140625
SENSE daaa 1339 26-04-2019 03:47:02.471 T: 28.45439910888671 [C]; A:[120, 74, 212]; H: 71.43072509765625
SENSE daaa 1340 26-04-2019 03:47:02.879 T: 28.45439910888671 [C]; A:[120, 72, 210]; H: 71.45361328125
SENSE daac 957 26-04-2019 03:47:02.911 T: 29.88959884643554 [C]; A:[-32, -14, 202]; H: 70.10321044921875
SENSE daaa 1341 26-04-2019 03:47:03.277 T: 28.45439910888671 [C]; A:[120, 72, 232]; H: 71.45361328125
SENSE daab 1342 26-04-2019 03:47:03.359 T: 29.26559829711914 [C]; A:[86, 0, 214]; H: 71.85797119140625
SENSE daab 1343 26-04-2019 03:47:03.762 T: 29.32799911499023 [C]; A:[82, -4, 218]; H: 71.880859375
SENSE daac 958 26-04-2019 03:47:03.487 T: 29.88959884643554 [C]; A:[-34, -8, 202]; H: 70.0498046875
SENSE daac 959 26-04-2019 03:47:04.047 T: 29.95199966430664 [C]; A:[-30, -10, 198]; H: 69.98876953125
SENSE daaa 1344 26-04-2019 03:47:04.407 T: 28.45439910888671 [C]; A:[116, 72, 208]; H: 71.45361328125
SENSE daab 1345 26-04-2019 03:47:04.533 T: 29.26559829711914 [C]; A:[88, -4, 224]; H: 71.880859375
SENSE daaa 1345 26-04-2019 03:47:04.810 T: 28.45439910888671 [C]; A:[116, 76, 206]; H: 71.45361328125
SENSE daac 960 26-04-2019 03:47:04.607 T: 29.88959884643554 [C]; A:[-38, -8, 200]; H: 69.96588134765625
SENSE daaa 1346 26-04-2019 03:47:05.208 T: 28.45439910888671 [C]; A:[120, 74, 214]; H: 71.45361328125
SENSE daac 961 26-04-2019 03:47:05.117 T: 29.95199966430664 [C]; A:[-28, -12, 200]; H: 69.93536376953125
SENSE daaa 1347 26-04-2019 03:47:05.626 T: 28.45439910888671 [C]; A:[114, 74, 210]; H: 71.45361328125
SENSE daac 962 26-04-2019 03:47:05.677 T: 29.88959884643554 [C]; A:[-34, -8, 202]; H: 69.8819580078125
SENSE daaa 1348 26-04-2019 03:47:06.024 T: 28.45439910888671 [C]; A:[116, 76, 214]; H: 71.45361328125
SENSE daab 1349 26-04-2019 03:47:06.026 T: 29.20319938659667 [C]; A:[82, 0, 224]; H: 71.85797119140625
SENSE daab 1350 26-04-2019 03:47:06.424 T: 29.26559829711914 [C]; A:[78, 0, 220]; H: 71.85797119140625
SENSE daac 963 26-04-2019 03:47:06.237 T: 29.88959884643554 [C]; A:[-36, -18, 192]; H: 69.8819580078125
SENSE daaa 1350 26-04-2019 03:47:06.781 T: 28.45439910888671 [C]; A:[118, 72, 208]; H: 71.45361328125
SENSE daab 1351 26-04-2019 03:47:06.822 T: 29.26559829711914 [C]; A:[84, 0, 220]; H: 71.880859375
SENSE daac 964 26-04-2019 03:47:06.807 T: 29.88959884643554 [C]; A:[-32, -16, 198]; H: 69.8514404296875
SENSE daaa 1351 26-04-2019 03:47:07.184 T: 28.45439910888671 [C]; A:[118, 72, 212]; H: 71.45361328125
SENSE daab 1352 26-04-2019 03:47:07.220 T: 29.32799911499023 [C]; A:[84, 0, 212]; H: 71.880859375
SENSE daab 1353 26-04-2019 03:47:07.618 T: 29.26559829711914 [C]; A:[86, -4, 220]; H: 71.880859375
SENSE daac 965 26-04-2019 03:47:07.367 T: 29.88959884643554 [C]; A:[-34, -6, 202]; H: 69.8514404296875
SENSE daaa 1353 26-04-2019 03:47:07.955 T: 28.45439910888671 [C]; A:[118, 78, 210]; H: 71.45361328125
SENSE daab 1354 26-04-2019 03:47:08.016 T: 29.26559829711914 [C]; A:[80, -4, 216]; H: 71.880859375
SENSE daac 966 26-04-2019 03:47:07.927 T: 29.95199966430664 [C]; A:[-32, -10, 204]; H: 69.8209228515625
SENSE daaa 1354 26-04-2019 03:47:08.354 T: 28.45439910888671 [C]; A:[120, 72, 214]; H: 71.45361328125
SENSE daab 1355 26-04-2019 03:47:08.414 T: 29.26559829711914 [C]; A:[88, 0, 214]; H: 71.880859375
SENSE daaa 1355 26-04-2019 03:47:08.752 T: 28.45439910888671 [C]; A:[120, 72, 212]; H: 71.45361328125
SENSE daac 967 26-04-2019 03:47:08.492 T: 29.95199966430664 [C]; A:[-26, -10, 196]; H: 69.8209228515625
SENSE daab 1356 26-04-2019 03:47:08.817 T: 29.32799911499023 [C]; A:[78, 2, 222]; H: 71.880859375
SENSE daac 968 26-04-2019 03:47:09.053 T: 29.88959884643554 [C]; A:[-34, -8, 204]; H: 69.8209228515625
SENSE daaa 1357 26-04-2019 03:47:09.513 T: 28.39199829101562 [C]; A:[114, 76, 210]; H: 71.45361328125
SENSE daab 1358 26-04-2019 03:47:09.569 T: 29.32799911499023 [C]; A:[86, -4, 220]; H: 71.880859375
SENSE daaa 1358 26-04-2019 03:47:09.921 T: 28.45439910888671 [C]; A:[120, 72, 206]; H: 71.45361328125
SENSE daac 969 26-04-2019 03:47:09.613 T: 29.95199966430664 [C]; A:[-38, -4, 202]; H: 69.79803466796875
SENSE daab 1359 26-04-2019 03:47:09.962 T: 29.32799911499023 [C]; A:[82, -8, 220]; H: 71.911376953125
SENSE daaa 1359 26-04-2019 03:47:10.329 T: 28.45439910888671 [C]; A:[118, 72, 208]; H: 71.45361328125
SENSE daab 1360 26-04-2019 03:47:10.360 T: 29.26559829711914 [C]; A:[86, 0, 226]; H: 71.94189453125
SENSE daac 970 26-04-2019 03:47:10.183 T: 29.95199966430664 [C]; A:[-30, -8, 204]; H: 69.79803466796875
SENSE daaa 1360 26-04-2019 03:47:10.723 T: 28.51679992675781 [C]; A:[120, 72, 216]; H: 71.45361328125
SENSE daab 1361 26-04-2019 03:47:10.758 T: 29.26559829711914 [C]; A:[88, 0, 216]; H: 71.94189453125
SENSE daac 971 26-04-2019 03:47:10.743 T: 29.95199966430664 [C]; A:[-34, -8, 198]; H: 69.79803466796875
SENSE daaa 1361 26-04-2019 03:47:11.116 T: 28.39199829101562 [C]; A:[112, 78, 212]; H: 71.45361328125
SENSE daab 1362 26-04-2019 03:47:11.156 T: 29.26559829711914 [C]; A:[84, 0, 226]; H: 71.972412109375
SENSE daaa 1363 26-04-2019 03:47:11.877 T: 28.45439910888671 [C]; A:[116, 74, 208]; H: 71.45361328125
SENSE daab 1364 26-04-2019 03:47:11.922 T: 29.26559829711914 [C]; A:[80, 0, 218]; H: 71.972412109375
SENSE daac 973 26-04-2019 03:47:11.833 T: 29.95199966430664 [C]; A:[-28, -16, 192]; H: 69.76751708984375
SENSE daaa 1364 26-04-2019 03:47:12.276 T: 28.39199829101562 [C]; A:[116, 78, 212]; H: 71.45361328125
SENSE daab 1365 26-04-2019 03:47:12.315 T: 29.32799911499023 [C]; A:[82, 0, 224]; H: 71.972412109375
SENSE daaa 1365 26-04-2019 03:47:12.674 T: 28.45439910888671 [C]; A:[116, 78, 208]; H: 71.45361328125
SENSE daac 974 26-04-2019 03:47:12.393 T: 29.95199966430664 [C]; A:[-32, -6, 198]; H: 69.76751708984375
SENSE daab 1366 26-04-2019 03:47:12.713 T: 29.26559829711914 [C]; A:[80, 0, 214]; H: 71.972412109375
SENSE daaa 1366 26-04-2019 03:47:13.072 T: 28.45439910888671 [C]; A:[114, 74, 208]; H: 71.45361328125
SENSE daab 1367 26-04-2019 03:47:13.121 T: 29.32799911499023 [C]; A:[82, -6, 220]; H: 71.972412109375
SENSE daac 975 26-04-2019 03:47:12.954 T: 29.88959884643554 [C]; A:[-30, -8, 196]; H: 69.76751708984375
SENSE daaa 1367 26-04-2019 03:47:13.485 T: 28.45439910888671 [C]; A:[118, 74, 208]; H: 71.43072509765625
SENSE daab 1368 26-04-2019 03:47:13.484 T: 29.26559829711914 [C]; A:[82, -4, 218]; H: 71.972412109375
SENSE daab 1369 26-04-2019 03:47:13.882 T: 29.26559829711914 [C]; A:[80, 0, 218]; H: 71.972412109375
SENSE daab 1370 26-04-2019 03:47:14.285 T: 29.26559829711914 [C]; A:[86, -6, 220]; H: 71.94189453125
SENSE daac 977 26-04-2019 03:47:14.064 T: 29.95199966430664 [C]; A:[-34, -10, 202]; H: 69.73699951171875
SENSE daaa 1370 26-04-2019 03:47:14.620 T: 28.45439910888671 [C]; A:[114, 72, 208]; H: 71.45361328125
SENSE daab 1371 26-04-2019 03:47:14.683 T: 29.26559829711914 [C]; A:[84, -6, 216]; H: 71.94189453125
SENSE daac 978 26-04-2019 03:47:14.624 T: 29.88959884643554 [C]; A:[-30, -6, 198]; H: 69.73699951171875
SENSE daaa 1371 26-04-2019 03:47:15.023 T: 28.45439910888671 [C]; A:[120, 74, 210]; H: 71.43072509765625
SENSE daab 1372 26-04-2019 03:47:15.101 T: 29.26559829711914 [C]; A:[84, 0, 220]; H: 71.94189453125
SENSE daaa 1372 26-04-2019 03:47:15.421 T: 28.45439910888671 [C]; A:[118, 74, 206]; H: 71.43072509765625
SENSE daaa 1372 26-04-2019 03:47:15.421 T: 28.45439910888671 [C]; A:[118, 74, 206]; H: 71.43072509765625
SENSE daab 1373 26-04-2019 03:47:15.499 T: 29.26559829711914 [C]; A:[88, 0, 220]; H: 71.911376953125
SENSE daaa 1373 26-04-2019 03:47:15.829 T: 28.45439910888671 [C]; A:[116, 74, 208]; H: 71.45361328125
SENSE daab 1374 26-04-2019 03:47:15.912 T: 29.32799911499023 [C]; A:[82, 0, 218]; H: 71.911376953125
SENSE daac 980 26-04-2019 03:47:15.719 T: 29.95199966430664 [C]; A:[-36, -8, 200]; H: 69.70648193359375
SENSE daaa 1374 26-04-2019 03:47:16.227 T: 28.45439910888671 [C]; A:[112, 76, 210]; H: 71.45361328125
SENSE daab 1375 26-04-2019 03:47:16.305 T: 29.26559829711914 [C]; A:[82, 0, 222]; H: 71.880859375
SENSE daac 981 26-04-2019 03:47:16.279 T: 29.95199966430664 [C]; A:[-30, -6, 196]; H: 69.70648193359375
SENSE daaa 1375 26-04-2019 03:47:16.635 T: 28.39199829101562 [C]; A:[120, 72, 218]; H: 71.45361328125
SENSE daab 1376 26-04-2019 03:47:16.698 T: 29.32799911499023 [C]; A:[84, 0, 222]; H: 71.880859375
SENSE daaa 1377 26-04-2019 03:47:17.382 T: 28.39199829101562 [C]; A:[112, 74, 206]; H: 71.45361328125
SENSE daac 983 26-04-2019 03:47:17.380 T: 29.95199966430664 [C]; A:[-36, -14, 196]; H: 69.70648193359375
SENSE daab 1379 26-04-2019 03:47:17.828 T: 29.26559829711914 [C]; A:[86, 0, 216]; H: 71.880859375
SENSE daac 984 26-04-2019 03:47:17.940 T: 29.88959884643554 [C]; A:[-34, -12, 196]; H: 69.70648193359375
SENSE daab 1380 26-04-2019 03:47:18.226 T: 29.26559829711914 [C]; A:[86, 0, 222]; H: 71.880859375
SENSE daaa 1380 26-04-2019 03:47:18.502 T: 28.39199829101562 [C]; A:[114, 74, 214]; H: 71.45361328125
SENSE daab 1381 26-04-2019 03:47:18.629 T: 29.26559829711914 [C]; A:[78, 0, 216]; H: 71.85797119140625
SENSE daac 985 26-04-2019 03:47:18.500 T: 29.88959884643554 [C]; A:[-32, -14, 198]; H: 69.68359375
SENSE daaa 1381 26-04-2019 03:47:18.910 T: 28.45439910888671 [C]; A:[116, 72, 212]; H: 71.45361328125
SENSE daab 1382 26-04-2019 03:47:19.027 T: 29.32799911499023 [C]; A:[84, -6, 222]; H: 71.82745361328125
SENSE daaa 1382 26-04-2019 03:47:19.308 T: 28.45439910888671 [C]; A:[118, 78, 216]; H: 71.45361328125
SENSE daab 1383 26-04-2019 03:47:19.435 T: 29.32799911499023 [C]; A:[80, 0, 224]; H: 71.82745361328125
SENSE daaa 1383 26-04-2019 03:47:19.706 T: 28.45439910888671 [C]; A:[118, 70, 212]; H: 71.45361328125
SENSE daab 1384 26-04-2019 03:47:19.843 T: 29.26559829711914 [C]; A:[84, 0, 216]; H: 71.82745361328125
SENSE daac 987 26-04-2019 03:47:19.575 T: 29.95199966430664 [C]; A:[-32, -6, 196]; H: 69.68359375
SENSE daaa 1384 26-04-2019 03:47:20.116 T: 28.39199829101562 [C]; A:[118, 68, 208]; H: 71.45361328125
SENSE daab 1385 26-04-2019 03:47:20.241 T: 29.26559829711914 [C]; A:[86, 0, 218]; H: 71.82745361328125
SENSE daac 988 26-04-2019 03:47:20.150 T: 29.95199966430664 [C]; A:[-32, -6, 202]; H: 69.68359375
SENSE daaa 1385 26-04-2019 03:47:20.513 T: 28.45439910888671 [C]; A:[116, 72, 210]; H: 71.45361328125
SENSE daab 1386 26-04-2019 03:47:20.644 T: 29.26559829711914 [C]; A:[86, 0, 216]; H: 71.79693603515625
SENSE daac 989 26-04-2019 03:47:20.710 T: 29.95199966430664 [C]; A:[-32, -16, 200]; H: 69.68359375
SENSE daab 1387 26-04-2019 03:47:21.042 T: 29.26559829711914 [C]; A:[84, 0, 222]; H: 71.7740478515625
SENSE daaa 1387 26-04-2019 03:47:21.269 T: 28.45439910888671 [C]; A:[112, 76, 212]; H: 71.45361328125
SENSE daab 1388 26-04-2019 03:47:21.440 T: 29.26559829711914 [C]; A:[82, 0, 234]; H: 71.7740478515625
SENSE daac 990 26-04-2019 03:47:21.281 T: 29.95199966430664 [C]; A:[-30, -8, 206]; H: 69.68359375
SENSE daaa 1388 26-04-2019 03:47:21.667 T: 28.45439910888671 [C]; A:[116, 74, 206]; H: 71.45361328125
SENSE daab 1389 26-04-2019 03:47:21.838 T: 29.20319938659667 [C]; A:[88, -4, 218]; H: 71.7740478515625
SENSE daaa 1389 26-04-2019 03:47:22.070 T: 28.45439910888671 [C]; A:[116, 76, 212]; H: 71.43072509765625
SENSE daac 991 26-04-2019 03:47:21.841 T: 29.88959884643554 [C]; A:[-32, -12, 204]; H: 69.653076171875
SENSE daab 1390 26-04-2019 03:47:22.241 T: 29.26559829711914 [C]; A:[86, -6, 220]; H: 71.7740478515625
SENSE daaa 1390 26-04-2019 03:47:22.468 T: 28.45439910888671 [C]; A:[120, 70, 212]; H: 71.43072509765625
SENSE daac 992 26-04-2019 03:47:22.421 T: 29.88959884643554 [C]; A:[-32, -10, 194]; H: 69.653076171875
SENSE daab 1392 26-04-2019 03:47:22.997 T: 29.26559829711914 [C]; A:[88, -6, 218]; H: 71.7435302734375
SENSE daaa 1392 26-04-2019 03:47:23.240 T: 28.45439910888671 [C]; A:[116, 74, 216]; H: 71.43072509765625
SENSE daac 993 26-04-2019 03:47:22.981 T: 29.95199966430664 [C]; A:[-36, -8, 200]; H: 69.62255859375
SENSE daab 1393 26-04-2019 03:47:23.395 T: 29.26559829711914 [C]; A:[84, 0, 218]; H: 71.7435302734375
SENSE daaa 1393 26-04-2019 03:47:23.638 T: 28.45439910888671 [C]; A:[118, 68, 208]; H: 71.43072509765625
SENSE daab 1394 26-04-2019 03:47:23.793 T: 29.26559829711914 [C]; A:[86, 0, 218]; H: 71.7435302734375
SENSE daac 994 26-04-2019 03:47:23.551 T: 29.95199966430664 [C]; A:[-32, -10, 200]; H: 69.62255859375
SENSE daab 1395 26-04-2019 03:47:24.196 T: 29.26559829711914 [C]; A:[88, -4, 220]; H: 71.7435302734375
SENSE daac 995 26-04-2019 03:47:24.111 T: 29.95199966430664 [C]; A:[-32, -10, 198]; H: 69.62255859375
SENSE daab 1396 26-04-2019 03:47:24.594 T: 29.26559829711914 [C]; A:[84, 0, 218]; H: 71.7435302734375
SENSE daaa 1396 26-04-2019 03:47:24.788 T: 28.45439910888671 [C]; A:[116, 70, 212]; H: 71.40020751953125
SENSE daab 1397 26-04-2019 03:47:24.998 T: 29.32799911499023 [C]; A:[84, 0, 220]; H: 71.7435302734375
SENSE daab 1397 26-04-2019 03:47:24.998 T: 29.32799911499023 [C]; A:[84, 0, 220]; H: 71.7435302734375
SENSE daaa 1397 26-04-2019 03:47:25.186 T: 28.45439910888671 [C]; A:[116, 76, 212]; H: 71.40020751953125
SENSE daab 1398 26-04-2019 03:47:25.405 T: 29.26559829711914 [C]; A:[82, 0, 224]; H: 71.7435302734375
